timestamp,open,high,low,close,volume
2026-03-19,390.1000,392.4900,387.0600,389.0200,25138772
2026-03-18,397.1250,398.0000,391.0000,391.7900,25908484
2026-03-17,400.2700,404.4000,397.7450,399.4100,26228279
2026-03-16,398.0700,400.6300,394.7900,399.9500,27733721
2026-03-13,401.0000,404.8000,394.2500,395.5500,26848000
2026-03-12,404.6300,406.1200,401.7100,401.8600,27263886
2026-03-11,405.5700,409.0100,401.5900,404.8800,25512139
2026-03-10,410.0300,410.2000,402.9300,405.7600,31706375
2026-03-09,404.9150,410.2100,403.5000,409.4100,30131854
2026-03-06,409.2000,413.0500,408.5101,408.9600,31123859
2026-03-05,404.4200,411.6100,404.4000,410.6800,39001315
2026-03-04,401.2650,411.0326,400.3100,405.2000,35807990
2026-03-03,393.1400,406.7000,392.6700,403.9300,38199209
2026-03-02,392.8550,401.1900,390.6300,398.5500,35474907
2026-02-27,390.8800,396.8200,389.8800,392.7400,51367196
2026-02-26,404.7100,407.4900,398.7400,401.7200,34405869
2026-02-25,390.5250,401.4700,390.1600,400.6000,43625483
2026-02-24,384.1400,389.3600,381.7100,389.0000,33884653
2026-02-23,395.0000,395.3600,383.1000,384.4700,43238273
2026-02-20,396.1100,400.1159,395.1600,397.2300,34015249
2026-02-19,400.6900,404.4300,396.6700,398.4600,28234001
2026-02-18,398.1300,402.5600,396.3200,399.6000,23223417
2026-02-17,399.2200,400.5200,394.5250,396.8600,32078794
2026-02-13,404.4500,405.5400,398.0500,401.3200,34091553
2026-02-12,405.0000,406.2000,398.0100,401.8400,40802362
2026-02-11,416.1750,416.4600,401.0100,404.3700,42491012
2026-02-10,419.6200,423.6800,412.7000,413.2700,44857850
2026-02-09,404.8500,414.8900,400.8700,413.6000,45480526
2026-02-06,399.1650,401.7900,392.9200,401.1400,53515311
2026-02-05,407.4400,408.3000,392.3200,393.6700,66289247
2026-02-04,411.0000,419.8000,409.2400,414.1900,45012374
2026-02-03,422.0100,422.0500,408.5600,411.2100,60076532
2026-02-02,430.2350,430.7360,422.2500,423.3700,42219858
2026-01-30,439.1700,439.6000,426.4500,430.2900,58566819
2026-01-29,439.9900,442.5000,421.0200,433.5000,128855323
2026-01-28,483.2100,483.7400,478.0000,481.6300,36875403
2026-01-27,473.7000,482.8700,473.1600,480.5800,29088664
2026-01-26,465.3050,474.2500,462.0000,470.2800,29291235
2026-01-23,451.8700,471.1000,450.5300,465.9500,38000159
2026-01-22,447.6200,452.8400,444.7000,451.1400,25349378
2026-01-21,452.5950,452.6900,438.6800,444.1100,37980510
2026-01-20,451.2150,456.8000,449.2800,454.5200,25973898
2026-01-16,457.8300,463.1900,456.4800,459.8600,34246650
2026-01-15,464.1200,464.2500,455.9000,456.6600,23225839
2026-01-14,466.4600,468.2000,457.1700,459.3800,28184302
2026-01-13,474.6750,475.7799,465.9500,470.6700,28545800
2026-01-12,476.6700,480.9900,475.6803,477.1800,23519895
2026-01-09,474.0600,479.8200,472.2001,479.2800,18491036
