timestamp,open,high,low,close,volume
2026-03-20,305.4600,306.0000,298.2700,301.0000,44364079
2026-03-19,304.0050,308.0600,302.3500,307.1300,25075831
2026-03-18,309.2700,312.4700,306.9320,307.6900,20009815
2026-03-17,305.8600,311.4200,305.5000,310.9200,21955171
2026-03-16,304.3500,306.4886,303.0201,305.5600,23519709
2026-03-13,307.0100,307.6900,300.4400,302.2800,23693092
2026-03-12,306.8200,308.9400,301.0300,303.5500,24928347
2026-03-11,306.7500,311.4200,305.9200,308.7000,24125714
2026-03-10,306.1700,309.5100,305.5704,307.0400,23239684
2026-03-09,294.3600,306.8000,294.0800,306.3600,29312149
2026-03-06,296.0900,300.5300,295.1800,298.5200,25576916
2026-03-05,303.0350,303.3000,297.9900,300.8800,35752321
2026-03-04,302.8900,305.4700,300.7500,303.1300,29536190
2026-03-03,298.5900,303.9400,296.7100,303.5800,35496961
2026-03-02,303.2250,308.4900,301.3000,306.5200,34790203
2026-02-27,304.1350,312.3700,303.8000,311.7600,44640640
2026-02-26,312.6400,313.1400,302.3450,307.3800,36431231
2026-02-25,312.0600,313.6400,309.4400,312.9000,29963621
2026-02-24,310.5150,312.2700,305.9300,310.9000,25615646
2026-02-23,319.0450,319.5150,309.8650,311.4900,31422974
2026-02-20,304.3200,316.5000,303.9000,314.9800,53210820
2026-02-19,301.8200,305.4700,300.0400,302.8500,25834395
2026-02-18,302.0900,305.3800,301.2500,303.3300,28482075
2026-02-17,300.0400,304.4350,296.2500,302.0200,39247556
2026-02-13,307.7250,308.6300,303.7100,305.7200,38499701
2026-02-12,312.0900,316.2400,307.2000,309.0000,47761288
2026-02-11,318.9700,321.0600,309.6600,310.9600,45406405
2026-02-10,320.9700,321.6700,314.6100,318.5800,39170012
2026-02-09,320.9300,327.7000,317.2600,324.3200,39640055
2026-02-06,327.1800,330.3800,319.9200,322.8600,56380484
2026-02-05,312.2200,332.6900,306.4600,331.2500,88205849
2026-02-04,342.9600,343.3100,328.5200,333.0400,70618398
2026-02-03,347.3400,349.0000,337.4745,339.7100,35930599
2026-02-02,336.2200,344.8300,335.6300,343.6900,32006052
2026-01-30,340.0000,340.0000,332.2850,338.0000,31023954
2026-01-29,340.3000,342.2900,326.5400,338.2500,39785612
2026-01-28,336.0600,337.5350,331.9400,336.0100,27434434
2026-01-27,335.3650,337.9100,333.4800,334.5500,19722250
2026-01-26,327.8050,335.8400,327.0000,333.2600,26042120
2026-01-23,332.4850,333.6889,327.4500,327.9300,27279974
2026-01-22,334.4500,335.1500,328.7500,330.5400,26253640
2026-01-21,320.9200,332.4799,319.3518,328.3800,35386603
2026-01-20,320.8700,327.7300,320.4300,322.0000,34808916
2026-01-16,334.4100,334.6500,327.7000,330.0000,40341637
2026-01-15,337.6500,337.6900,330.7400,332.7800,28442406
2026-01-14,335.0600,336.5200,330.4800,335.8400,28525571
2026-01-13,334.9500,340.4900,333.6200,335.9700,33517607
2026-01-12,325.8000,334.0400,325.0000,331.8600,33923928
2026-01-09,327.0900,330.8300,325.8000,328.5700,26214166
2026-01-08,328.9650,330.3196,321.5000,325.4400,31896101
2026-01-07,314.3600,326.1500,314.1900,321.9800,35104425
2026-01-06,316.4000,320.9400,311.7800,314.3400,31212101
2026-01-05,317.6550,319.0150,314.6300,316.5400,30195597
2026-01-02,316.9000,322.5000,310.3300,315.1500,32009385
2025-12-31,312.8450,314.5800,311.4400,313.0000,16377689
2025-12-30,312.5000,316.9500,312.4600,313.8500,17380888
2025-12-29,311.3650,314.0200,310.6200,313.5600,19621777
2025-12-26,314.4800,315.0850,312.2750,313.5100,10899017
2025-12-24,314.7700,315.0800,311.9200,314.0900,10097361
2025-12-23,309.6250,314.9400,309.3200,314.3500,25478670
2025-12-22,309.8750,310.1300,305.3000,309.7800,26429937
2025-12-19,301.7300,307.2500,300.9700,307.1600,59943239
2025-12-18,301.7200,303.9600,299.2308,302.4600,33518048
2025-12-17,308.0100,308.0900,296.1200,296.7200,43930358
2025-12-16,304.9450,310.7700,302.5900,306.5700,30585020
2025-12-15,311.3150,311.4200,304.8800,308.2200,29151889
2025-12-12,313.7000,314.8700,305.5600,309.2900,35940170
2025-12-11,320.0800,321.1200,308.6000,312.4300,42353697
2025-12-10,315.8300,321.3100,314.6800,320.2100,33428923
2025-12-09,312.3700,317.9900,311.8950,317.0800,30089731
2025-12-08,320.0500,320.4400,311.2219,313.7200,33403895
2025-12-05,319.4900,323.1600,319.1650,321.2700,28851705
2025-12-04,322.2250,322.3600,314.7000,317.6200,31240924
2025-12-03,315.8900,321.5800,314.1000,319.6300,41838317
2025-12-02,316.7400,318.3800,313.9100,315.8100,35854744
2025-12-01,317.7000,319.8500,313.8900,314.8900,41182956
2025-11-28,323.3650,326.8500,316.7900,320.1800,26018568
2025-11-26,320.6800,324.5000,316.7900,319.9500,51373361
2025-11-25,326.2100,328.8300,317.6500,323.4400,88632074
2025-11-24,311.1300,319.4800,309.5950,318.5800,85165123
2025-11-21,296.4150,303.9200,293.8450,299.6600,74137697
2025-11-20,304.5400,306.4200,288.6700,289.4500,62025218
2025-11-19,287.1600,303.8100,286.6300,292.8100,68198944
2025-11-18,287.9150,288.8000,278.2000,284.2800,49158743
2025-11-17,285.7750,293.9500,283.5700,285.0200,52670192
2025-11-14,271.4050,278.5600,270.7000,276.4100,31647227
2025-11-13,282.3400,282.8400,277.2400,278.5700,29494040
2025-11-12,291.6750,292.0050,283.6900,286.7100,24829923
2025-11-11,287.7450,291.9150,287.3200,291.3100,19842136
2025-11-10,284.4200,290.8000,282.8550,290.1000,29557309
2025-11-07,283.2050,283.7800,275.1900,278.8300,34479588
2025-11-06,285.3300,288.3500,281.1400,284.7500,37173648
2025-11-05,278.8700,286.4150,277.3400,284.3100,30283252
2025-11-04,276.7500,281.2700,276.2600,277.5400,30078369
2025-11-03,282.1750,285.5300,279.8000,283.7200,29785996
2025-10-31,283.2100,286.0000,277.0300,281.1900,39267945
2025-10-30,291.5900,291.5900,280.0600,281.4800,74875990
2025-10-29,267.7500,275.3360,267.6700,274.5700,43580277
2025-10-28,269.6900,270.7300,266.5000,267.4700,29738564
2025-10-27,264.8150,270.1400,264.2800,269.2700,35235231
